ingredients_text,ingredients_tags,ingredients_analysis_tags,additives,additives_tags,additives_en,additives_n,allergens,allergens_en,nova_group,nutriscore_score,nutriscore_grade,serving_size,serving_quantity,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,fiber_100g,salt_100g,sodium_100g
"ORGANIC CHEDDAR CHEESE (ORGANIC MILK, SALT, CHEESE CULTURES AND ENZYMES), ORGANIC BUTTERMILK, SALT, AND DISODIUM PHOSPHATE","en:cheddar,en:dairy,en:cheese,en:buttermilk,en:salt,en:e339ii,en:milk,en:lactic-ferments,en:ferment,en:microbial-culture,en:enzyme","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",,en:e339ii,E339ii - Disodium phosphate,1.0,,,3.0,,unknown,,,70.0,4.0,,3.0,,4.0,,,
Brazil Nuts,"en:brazil-nut,en:nut,en:tree-nut","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,"en:gluten,en:nuts,en:peanuts,en:sesame-seeds",,1.0,3.0,c,,,,,,,,,,,
,,,,,,,,,,,unknown,2.0g,2.0,,,,,,,,,
,,,,,,,,,,,unknown,48.0g,48.0,375.0,5.20833333333333,3.125,,4.16666666666667,33.3333333333333,2.08333333333333,,
sea salt flakes,"en:sea-salt-flakes,en:salt,en:sea-salt","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,,,unknown,0.7g,0.7,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,1 ml,1.0,,,,,,,,,
,,,,,,,,,,,unknown,184.0g,184.0,610.0,41.0,6.0,51.0,3.0,10.0,3.0,,
,,,,,,,,,,,unknown,,,373.0,7.3,1.6,4.0,1.9,31.0,,0.1,0.04
,,,,,,,,,,,unknown,,,,,,,,,,,
"instant organic arabica medium roast coffee, organic mushroom extract powders (chaga, reishi, lion's mane, maitake, shiitake, cordyceps, turkey tail, king trumpet, willow bracket, agaricus blazei)","en:instant-arabica-medium-roast-coffee,en:mushroom-powder,en:mushroom,en:chaga,en:reishi,en:lion-s-mane,en:maitake,en:shiitake,en:cordyceps,en:tail,en:king-trumpet,en:willow-bracket,en:agaricus-blazei","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,1g,1.0,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,273.0,4.6,0.7,46.0,40.0,7.9,,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,22.0g,22.0,363.636363636364,,,,,81.8181818181818,,,
"Vitamin B Blend, Biotin, Choline Bitartrate, Vitamin B12, Folic Acid, Inositol, Niacin, Pantothenic Acid, Riboflavin, Thiamine Hydrochloride, Amino Acid Blend, L-Leucine, L-Valine, L-Isoleucine, Glycine, L-Glutamine, Taurine, Mineral Blend, Calcium, Magnesium, Potassium, Zinc, Natural Flavour, Citric Acid, Sodium Chloride, Sucralose, Silicon Dioxide, Beet Root Powder, Stevia Leaf Extract, Spirulina Extract, Elderberry Extract, Fruit and Vegetable Juice, Malic Acid, Calcium Silicate, Calcium Lactate, Calcium Phosphate, Calcium Carbonate, Magnesium Oxide, Magnesium Phosphate, Magnesium Carbonate, Magnesium Hydroxide, Magnesium Sulfate, Magnesium Chloride, Potassium Citrate, Potassium Bicarbonate, Potassium Chloride, Potassium Phosphate, Potassium Sulfate, Zinc Citrate, Zinc Gluconate, Zinc Oxide, Zinc Sulfate, Zinc Hydroxide, Zinc Carbonate, Zinc Chloride, Zinc Acetate, Zinc Picolinate, Zinc L-Carnosine, Zinc Aspartate, Zinc Orotate, Zinc Glycinate, Zinc Methionine, Zinc Histidine, Zinc Carnosine, Zinc Monomethionine, Zinc Bisglycinate, Zinc Hydrolyzed Vegetable Protein Chelate","en:vitamin-b-blend,en:biotin,en:vitamins,en:choline-bitartrate,en:choline,en:vitamin-b12,en:folic-acid,en:folate,en:inositol,en:e375,en:pantothenic-acid,en:e101,en:thiamin-hydrochloride,en:thiamin,en:amino-acid-blend,en:l-leucine,en:l-valine,en:l-isoleucine,en:e640i,en:e640,en:l-glutamine,en:taurine,en:mineral-blend,en:calcium,en:minerals,en:magnesium,en:potassium,en:zinc,en:natural-flavouring,en:flavouring,en:e330,en:sodium-chloride,en:sodium,en:e955,en:e551,en:beetroot,en:vegetable,en:root-vegetable,en:taproot-vegetable,en:e960,en:spirulina-concentrate,en:algae,en:spirulina,en:elderberry-extract,en:fruit,en:berries,en:elder,en:elderberry,en:vegetable-juice,en:e296,en:e552,en:e327,en:e341,en:e170i,en:e170,en:e530,en:e343i,en:e343,en:e504i,en:e504,en:e528,en:e518,en:e511,en:e332ii,en:e332,en:e501ii,en:e501,en:e508,en:e340,en:e515,en:zinc-citrate,en:zinc-gluconate,en:zinc-oxide,en:zinc-sulfate,en:zinc-hydroxide,en:zinc-carbonate,en:zinc-chloride,en:e650,en:zinc-picolinate,en:zinc-l-carnosine,en:zinc-aspartate,en:zinc-orotate,en:zinc-glycinate,en:zinc-methionine,en:zinc-histidine,en:zinc-carnosine,en:zinc-monomethionine,en:zinc-bisglycinate,en:zinc-hydrolyzed-vegetable-protein-chelate","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e296,en:e330,en:e515,en:e552,en:e640,en:e640i,en:e955,en:e960","E296 - Malic acid,E330 - Citric acid,E515 - Potassium sulphates,E552 - Calcium silicate,E640 - Glycine and its sodium salt,E640i - Glycine,E955 - Sucralose,E960 - Steviol glycosides",7.0,,,4.0,,unknown,7g,7.0,71.4,0.0,,14.3,0.0,0.0,0.0,5.0,2.0
,,,,,,,,,,,unknown,197.0g,197.0,171.7,6.9,3.2,17.4,1.9,10.0,1.4,2.6,1.04
,,,,,,,,,,,unknown,15.0g,15.0,533.333333333333,40.0,3.33333333333333,33.3333333333333,,20.0,20.0,,
,,,,,,,,,,,unknown,,,219.0,8.5,1.0,19.0,0.9,16.0,,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,3.0g,3.0,60.0,10.0,,5.0,,8.0,4.0,,
"pure cane sugar, water, natural flavors, fruit juice (for color), citric acid","en:cane-sugar,en:added-sugar,en:disaccharide,en:sugar,en:water,en:natural-flavouring,en:flavouring,en:fruit-juice,en:fruit,en:juice,en:e330,en:colour","en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",,en:e330,E330 - Citric acid,1.0,,,4.0,13.0,d,30ml,30.0,267.0,0.0,,66.7,66.7,0.0,21.6,0.0,0.0
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,,,204.43,6.79,3.67,18.94,12.75,16.34,,0.594,0.2376
,,,,,,,,,,,unknown,,,206.89999389648,6.75,3.4900000095367,19.209999084473,13.119999885559,16.180000305176,,0.614,0.2456
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,,,220.27,7.29,1.27,12.0,10.0,10.0,3.9,2.0,0.8
,,,,,,,,,,,unknown,,,899.0,49.0,0.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,2.0,-1.0,b,,,823.0,92.0,12.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,unknown,28.0g,28.0,517.857142857143,3.57142857142857,,28.5714285714286,10.7142857142857,10.7142857142857,7.14285714285714,,
,,,,,,,,,,,unknown,59.0g,59.0,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
"Rice Flour, Vegetable Cellulose, Vegetable Magnesium Stearate, Silica","en:rice-flour,en:flour,en:rice,en:vegetable-cellulose,en:vegetable-magnesium-stearate,en:e551","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e460,en:e572","E460 - Cellulose,E572 - Magnesium stearate",2.0,,,4.0,,unknown,2g,2.0,,,,,,,,,
,,,,,,,,,,,unknown,5g,5.0,0.0,,,,,,,,
"Vitamin C, Vitamin D3, Sea Moss, Black Seed, Turmeric, Bladderwrack, Burdock, Apple Cider Vinegar, Dandelion, Yellow Dock, Elderberry, Manuka, Iodine, Chlorophyll, Microcrystalline Cellulose, Magnesium Stearate, Silica","en:vitamin-c,en:cholecalciferol,en:vitamin-d,en:sea-moss,en:black-seed,en:turmeric,en:condiment,en:spice,en:bladderwrack,en:burdock,en:plant,en:cider-vinegar,en:vinegar,en:dandelion,en:vegetable,en:leaf-vegetable,en:yellow-dock,en:elderberry,en:fruit,en:berries,en:elder,en:manuka,en:iodine,en:minerals,en:e140i,en:e140,en:e460i,en:e460,en:e572,en:e551","en:palm-oil-free,en:vegan,en:vegetarian",,"en:e140,en:e140i,en:e460,en:e460i,en:e572","E140 - Chlorophylls and Chlorophyllins,E140i - Chlorophylls,E460 - Cellulose,E460i - Microcrystalline cellulose,E572 - Magnesium stearate",3.0,,,4.0,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,0.0,0.0
"Sunflower Seed Oil, Gelatin, Glycerin, Sunflower Lecithin Oil, Water, Beeswax, Alpha Tocopheryl Acetate, Riboflavin, Titanium Dioxide","en:sunflower-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:e428,en:e422,en:sunflower-lecithin-oil,en:water,en:e901,en:d-alpha-tocopheryl-acetate,en:vitamin-e,en:e101,en:e171","en:palm-oil-free,en:non-vegan,en:non-vegetarian",,"en:e171,en:e422,en:e428,en:e901","E171 - Titanium dioxide,E422 - Glycerol,E428 - Gelatine,E901 - White and yellow beeswax",4.0,,,4.0,,unknown,,,526.0,38.1,13.41,37.6,29.58,7.55,4.49,11.0,4.4
,,,,,,,,,,,not-applicable,,,,,,,,,,,
,,,,,,,,,,,unknown,5.0g,5.0,600.0,,,80.0,,,80.0,,
,,,,,,,,,,,unknown,30.0g,30.0,140.0,5.0,0.5,21.0,5.0,2.0,3.0,,
,,,,,,,,,,,unknown,,,336.0,27.7,16.6,1.9,0.12,19.7,,1.9,0.76
,,,,,,,,,,,unknown,5.0g,5.0,20.0,,,,,5.0,,,
,,,,,,,,,,,unknown,11.199999809265137g,11.1999998092651,,,,,,,,,
,,,,,,,,,,,unknown,450.0g,450.0,125.0,10.6,2.0,4.0,3.5,3.3,,0.255905502424465,0.102362200969786
,,,,,,,,,,,unknown,37.0g,37.0,130.0,10.0,,6.0,5.0,25.0,,,
,,"en:vegan,en:vegetarian",,,,,,,,,unknown,12 g,12.0,617.0,50.0,41.7,41.7,8.33,0.0,,1.33,0.533
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,30.0g,30.0,99.0,0.4,,4.3,0.3,19.0,4.0,,
,,,,,,,,,,,unknown,28.0g,28.0,150.0,13.0,,9.0,,3.0,4.0,,
"Water, Mushroom (20%), Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Rapeseed Oil, Pea Flour, Stabiliser: Methyl Cellulose; Sustainable Palm Oil, Wheat Gluten (2.5%), Coconut Oil, Pea Fibre, Pea Protein (1.5%), Coconut Milk, Wheat Starch, Pea Starch, Garlic Purée (1%), Yeast Extract, Salt, Roast Garlic Puree (0.5%), Parsley, Dried Onion, Flavouring, Olive Oil, Yeast, Sugar, Preservative: Potassium Sorbate, Sodium Metabisulphite (Sulphites); Lemon Concentrate, Emulsifier: Mono - and Diglycerides of Fatty Acids; Colour: Beta-carotene; White Pepper, Cracked Black Pepper, Onion Powder, Black Pepper, Garlic Powder, Raising Agent: Ammonium Bicarbonate; Paprika Extract.","en:water,en:mushroom,en:fortified-wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,en:wheat-flour,en:rapeseed-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:pea-flour,en:stabiliser,en:palm-oil,en:palm-oil-and-fat,en:wheat-gluten,en:gluten,en:coconut-oil,en:vegetable-oil,en:pea-fiber,en:fiber,en:vegetable-fiber,en:pea-protein,en:protein,en:plant-protein,en:coconut-milk,en:fruit,en:coconut,en:wheat-starch,en:starch,en:pea-starch,en:garlic-puree,en:vegetable,en:root-vegetable,en:onion-family-vegetable,en:garlic,en:yeast-extract,en:yeast,en:salt,en:roast-garlic-puree,en:parsley,en:herb,en:leaf-vegetable,en:dehydrated-onion,en:onion,en:flavouring,en:olive-oil,en:sugar,en:added-sugar,en:disaccharide,en:preservative,en:e223,en:lemon,en:citrus-fruit,en:emulsifier,en:colour,en:white-pepper,en:seed,en:pepper,en:cracked-black-pepper,en:black-pepper,en:raising-agent,en:e160c,en:e170i,en:e170,en:iron,en:minerals,en:e375,en:thiamin,en:e461,en:e202,en:e471,en:e160ai,en:e160a,en:e503ii,en:e503","en:palm-oil,en:vegan,en:vegetarian",,"en:e160a,en:e160ai,en:e160c,en:e202,en:e223,en:e461,en:e471,en:e503,en:e503ii","E160a - Carotene,E160ai - Beta-carotene,E160c - Paprika extract,E202 - Potassium sorbate,E223 - Sodium metabisulphite,E461 - Methyl cellulose,E471 - Mono- and diglycerides of fatty acids,E503 - Ammonium carbonates,E503ii - Ammonium hydrogen carbonate",7.0,en:sulphur-dioxide-and-sulphites,,4.0,4.0,c,,,250.0,15.3,4.9,18.0,1.8,7.6,5.1,0.6,0.24
,,,,,,,,,,,unknown,,,,,,,,,,,
yeast,en:yeast,"en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,,unknown,16g,16.0,375.0,6.25,,31.25,,50.0,25.0,,
,,,,,,,,,,,unknown,2.0g,2.0,800.0,,,300.0,250.0,,,,
,,,,,,,,,,,unknown,100.0g,100.0,275.0,19.7999992370605,8.30000019073486,9.5,1.5,13.8000001907349,1.70000004768372,,
,,,,,,,,,,,unknown,1 package (283 g),283.0,138.0,2.83,1.24,19.4,13.1,8.83,0.707,0.707,0.283
,,,,,,,,,,,unknown,5.0g,5.0,20.0,,,3.0,,1.0,2.0,,
"Cut Corn, Wheat, Red Milo, White Millet, Black Oil Sunflower Seeds, Red Millet","en:corn,en:cereal,en:wheat,en:red-milo,en:white-millet,en:black-oil-sunflower-seeds,en:red-millet","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,44.0g,44.0,363.636363636364,13.6363636363636,7.95454545454546,38.6363636363636,4.54545454545455,34.0909090909091,20.4545454545455,,
Creatine Monohydrate (Micronized),"en:creatine-monohydrate,en:creatine,en:micronized","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,7.800000190734863g,7.80000019073486,142.857142857143,,,14.2857142857143,,,,15.748031496063,6.2992125984252
,,,,,,,,,,,unknown,0g,0.0,,,,,,,,,
"Flaxseed, Chia Seeds, Hemp Seeds","en:flax-seed,en:seed,en:flax,en:chia-seed,en:chia,en:hemp-seed","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,,,unknown,18g,18.0,500.0,38.9,2.78,27.8,7.41,22.2,22.2,0.0,0.0
"saccharose, sirop de glucose, acidifiant : acide citrique, citrate de sodium, maltodextrine, arôme naturel d'orange avec autres arômes naturels, sels de calcium de l'acide orthophosphorique, carbonate de magnésium, chlorure de sodium, exhausteur de goût : chlorure de potassium, antioxydant : acide L-ascorbique, colorant : caroténoïdes, vitamine B1.","en:sucrose,en:sugar,en:glucose-syrup,en:glucose,en:acid,en:sodium-citrate,en:minerals,en:sodium,en:maltodextrins,en:natural-orange-flavouring,en:flavouring,en:natural-flavouring,en:calcium-salts-from-orthophosphoric-acid,en:calcium,en:e504,en:sodium-chloride,en:flavour-enhancer,en:antioxidant,en:colour,en:thiamin,en:e330,en:e508,en:e300,en:e160","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e160,en:e300,en:e330,en:e331,en:e508","E160 - Carotenoids,E300 - Ascorbic acid,E330 - Citric acid,E331 - Sodium citrates,E508 - Potassium chloride",5.0,,,4.0,,,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,35.0g,35.0,190.0,12.0,7.0,19.0,19.0,2.0,1.0,,
,,,,,,,,,,,unknown,450.0g,450.0,82.0,4.69999980926514,0.800000011920929,8.39999961853027,4.30000019073486,1.39999997615814,,,
,,,,,,,,,,,unknown,100.0g,100.0,69.0,3.29999995231628,0.600000023841858,7.69999980926514,3.59999990463257,1.5,,,
"DIRECTION DIRECTIONS FOR USE: To ensure accurate dosing, use the supplied measure tool to measure 400-900 mg shilajit resin. Dissolve in warm water and drink on an empty stomach 30 minutes before a meal. It can also be swallowed or dissolved under the tongue. STORAGE: Store in a coold and dry place. WARNINGS: KEEP OUT OF REACH OF CHILDREN. Dietary supplements should not be used as a substitute for a healthy and varied diet and a healthy lifestyle. Do not exceed the stated recommended daily intake. Statements regarding this dietary supplement have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition. LLT","ar:direction-directions-for-use,ar:use-the-supplied-measure-tool-to-measure-400-900-mg-shilajit-resin,ar:dissolve-in-warm-water-and-drink-on-an-empty-stomach-30-minutes-before-a-meal,ar:it-can-also-be-swallowed-or-dissolved-under-the-tongue,ar:storage,ar:keep-out-of-reach-of-children,ar:dietary-supplements-should-not-be-used-as-a-substitute-for-a-healthy-and-varied-diet-and-a-healthy-lifestyle,ar:do-not-exceed-the-stated-recommended-daily-intake,ar:statements-regarding-this-dietary-supplement-have-not-been-evaluated-by-the-fda-and-are-not-intended-to-diagnose,ar:treat,ar:cure,ar:or-prevent-any-disease-or-health-condition,ar:llt,ar:to-ensure-accurate-dosing,ar:store-in-a-coold-and-dry-place,ar:warnings","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,1.0g,1.0,150.0,4.5,2.0,15.0,6.0,10.0,4.0,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,5.0,c,350g,350.0,86.9,1.43,0.286,16.0,0.714,3.14,1.43,0.429,0.171
,,,,,,,,,,18.0,e,,,25.0,5.0,1.0,85.0,5.0,5.0,,8.0,3.2
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,2.0g,2.0,10.0,,,1.0,,,,,
Zenzero,"en:ginger,en:condiment,en:spice","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,,not-applicable,,,303.0,3.0,1.0,60.0,59.4,7.0,6.0,0.1,0.04
,,,,,,,,,,,unknown,4.0g,4.0,250.0,,,75.0,,,,,
,,,,,,,,,,,unknown,,,319.0,11.8,7.8,0.8,0.28,28.8,,2.13,0.852
,,,,,,,,,,,unknown,5.0g,5.0,,,,,,,,,
,,,,,,,,,,,unknown,30.0g,30.0,200.0,,,,27.5,,,0.625,0.25
"Whey Protein Concentrate, Whey Protein Isolate, Natural Chocolate, Cocoa Powder, Xanthan Gum, Sea Salt, Sucralose. Contains: Milk Manufactured for Nature's Peak 16171 S Bringhurst Blvd. Suite 600 Bluffdale, UT 84065 801-341-2845 NaturesPeak.net NATURE'S - PEAK-","en:whey-protein,en:protein,en:animal-protein,en:milk-proteins,en:whey-protein-isolate,en:natural-chocolate,en:cocoa-powder,en:plant,en:cocoa,en:e415,en:sea-salt,en:salt,en:e955,en:for-nature-s-peak-16171-s-bringhurst-blvd,en:suite-600-bluffdale,en:ut-84065-801-341-2845-naturespeak-net-nature-s,en:peak","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,"en:e415,en:e955","E415 - Xanthan gum,E955 - Sucralose",2.0,,,4.0,0.0,a,3609g,3609.0,3.6021059,0.08312552,0.027708506,0.08312552,0.055417012,0.66500413,0.027708506,0.00692712675,0.0027708507
,,,,,,,,,,,unknown,7.0g,7.0,185.714285714286,,,,,,81.4285714285714,,
,,,,,,,,,,,unknown,,,236.3,13.0,4.1,15.2,0.7,14.2,,1.6,0.64
,,,,,,,,,,,unknown,33.0g,33.0,424.242424242424,7.57575757575758,,9.09090909090909,,75.7575757575758,,,
,,,,,,,,,,,unknown,,,23.53,48.7,6.4,16.8,3.9,23.2,,,
"Ashwagandha herb extract, BioPerine Black pepper seed extract, Microcrystalline cellulose, Modified cellulose capsule, Magnesium stearate, Silicon dioxide","en:ashwagandha-herb-extract,en:bioperine-black-pepper-seed-extract,en:e460i,en:e460,en:modified-cellulose-capsule,en:e572,en:e551","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e460,en:e460i,en:e572","E460 - Cellulose,E460i - Microcrystalline cellulose,E572 - Magnesium stearate",2.0,,,4.0,21.0,e,20,,552.0,37.0,1.1,49.0,49.0,4.8,1.9,0.01,0.004
,,,,,,,,,,,unknown,30.0g,30.0,353.333333333333,,,5.0,,83.3333333333333,,0.441666666666667,0.176666666666667
,,,,,,,,,2.0,19.0,e,,,333.33333333333,0.0,0.0,90.47619047619,90.47619047619,0.0,0.0,0.0,0.0
,,,,,,,,,,,unknown,400.0g,400.0,105.75,4.92500019073486,0.725000023841858,3.82500004768372,1.92499995231628,10.1750001907349,2.04999995231628,,
gelatinadecerdoazucartrupasdeperroyresiduosdealcantarillas,en:gelatinadecerdoazucartrupasdeperroyresiduosdealcantarillas,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,4.0g,4.0,375.0,,,75.0,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
"allulose, l-glutamine, l-alanine, citric acid, potassium citrate, salt, sodium citrate, natural flavors, silicon dioxide, stevia leaf extract, vitamin c, vitamin b3, vitamin b5, vitamin b6, vitamin b12","en:allulose,en:l-glutamine,en:l-alanine,en:e330,en:e332ii,en:e332,en:salt,en:sodium-citrate,en:minerals,en:sodium,en:natural-flavouring,en:flavouring,en:e551,en:e960,en:vitamin-c,en:e375,en:vitamins,en:pantothenic-acid,en:vitamin-b6,en:vitamin-b12","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e330,en:e960","E330 - Citric acid,E960 - Steviol glycosides",2.0,,,4.0,,unknown,16oz,453.59237,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.165,0.0661
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,219.0g,219.0,246.575342465753,12.7853881278539,1.91780821917808,22.8310502283105,5.47945205479452,13.2420091324201,1.36986301369863,,
,,,,,,,,,,,unknown,,,,,,,,,,0.0,0.0
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,0g,0.0,,,,,,,,,
,,,,,,,,,,,unknown,100.0g,100.0,202.0,12.0,2.59999990463257,0.5,0.5,22.0,0.600000023841858,,
,,,,,,,,,,,unknown,,,,,,,,,,,
"Nährwerte je 100 g je Portion % je 15g Portion Energie KJ/ 2252/ 336/ kcal) 539 80 4 Fett (g) 30,9 4,6 1","en:nahrwerte-je-100-g-je-portion-je-15g-portion-energie-kj,en:2252,en:336,en:kcal-539-80-4-fett,en:30-9-4-6-1,en:g","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
